Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Node D1-form	Node E1-form	Node F1-form	Node G1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
orange <amod citrus	orange	citrus																																1	4.7	AB	"pattern {B [form=""citrus""]; A [form=""orange""]; B -[amod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22citrus%22%5D%3B%20A%20%5Bform%3D%22orange%22%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	citrus	12.56	12.56	0.17	11.42	1.00	5.56
ostensibly <advmod limited	ostensibly	limited																																1	4.7	AB	"pattern {B [form=""limited""]; A [form=""ostensibly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22limited%22%5D%3B%20A%20%5Bform%3D%22ostensibly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	limited	11.79	11.79	0.06	10.00	1.00	5.10
other >advcl (than <mark like <discourse hunkering >compound:prt down >conj (and <cc doing >obj ((as <advmod much >advcl (as <mark possible)) <amod work)))	other	than	like	hunkering	down	and	doing	as	much	as	possible	work																						1	4.7	ABCDEFGHIKLJ	"pattern {A [form=""other""]; D [form=""hunkering""]; B [form=""than""]; C [form=""like""]; E [form=""down""]; G [form=""doing""]; F [form=""and""]; L [form=""work""]; I [form=""much""]; H [form=""as""]; K [form=""possible""]; J [form=""as""]; A -[advcl]-> D; D -[mark]-> B; D -[discourse]-> C; D -[compound:prt]-> E; D -[conj]-> G; G -[cc]-> F; G -[obj]-> L; L -[amod]-> I; I -[advmod]-> H; I -[advcl]-> K; K -[mark]-> J; A << D; D >> B; D >> C; D << E; D << G; G >> F; G << L; L >> I; I >> H; I << K; K >> J} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3} without {E -> X4} without {G -> X5} without {F -> X6} without {L -> X7} without {I -> X8} without {H -> X9} without {K -> X10} without {J -> X11}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22other%22%5D%3B%20D%20%5Bform%3D%22hunkering%22%5D%3B%20B%20%5Bform%3D%22than%22%5D%3B%20C%20%5Bform%3D%22like%22%5D%3B%20E%20%5Bform%3D%22down%22%5D%3B%20G%20%5Bform%3D%22doing%22%5D%3B%20F%20%5Bform%3D%22and%22%5D%3B%20L%20%5Bform%3D%22work%22%5D%3B%20I%20%5Bform%3D%22much%22%5D%3B%20H%20%5Bform%3D%22as%22%5D%3B%20K%20%5Bform%3D%22possible%22%5D%3B%20J%20%5Bform%3D%22as%22%5D%3B%20A%20-%5Badvcl%5D-%3E%20D%3B%20D%20-%5Bmark%5D-%3E%20B%3B%20D%20-%5Bdiscourse%5D-%3E%20C%3B%20D%20-%5Bcompound%3Aprt%5D-%3E%20E%3B%20D%20-%5Bconj%5D-%3E%20G%3B%20G%20-%5Bcc%5D-%3E%20F%3B%20G%20-%5Bobj%5D-%3E%20L%3B%20L%20-%5Bamod%5D-%3E%20I%3B%20I%20-%5Badvmod%5D-%3E%20H%3B%20I%20-%5Badvcl%5D-%3E%20K%3B%20K%20-%5Bmark%5D-%3E%20J%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%3B%20D%20%3C%3C%20G%3B%20G%20%3E%3E%20F%3B%20G%20%3C%3C%20L%3B%20L%20%3E%3E%20I%3B%20I%20%3E%3E%20H%3B%20I%20%3C%3C%20K%3B%20K%20%3E%3E%20J%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BE%20-%3E%20X4%7D%20without%20%7BG%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BL%20-%3E%20X7%7D%20without%20%7BI%20-%3E%20X8%7D%20without%20%7BH%20-%3E%20X9%7D%20without%20%7BK%20-%3E%20X10%7D%20without%20%7BJ%20-%3E%20X11%7D	12	other	NaN	NaN	NaN	NaN	NaN	NaN
other >obl (than <case farming)	other	than	farming																															1	4.7	ABC	"pattern {A [form=""other""]; C [form=""farming""]; B [form=""than""]; A -[obl]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22other%22%5D%3B%20C%20%5Bform%3D%22farming%22%5D%3B%20B%20%5Bform%3D%22than%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	other	17.99	17.99	0.01	6.66	1.00	8.83
otherwise <advmod flirtatious	otherwise	flirtatious																																1	4.7	AB	"pattern {B [form=""flirtatious""]; A [form=""otherwise""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22flirtatious%22%5D%3B%20A%20%5Bform%3D%22otherwise%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	flirtatious	13.89	13.89	0.22	11.83	1.00	6.36
otherwise <advmod robust	otherwise	robust																																1	4.7	AB	"pattern {B [form=""robust""]; A [form=""otherwise""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22robust%22%5D%3B%20A%20%5Bform%3D%22otherwise%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	robust	13.89	13.89	0.22	11.83	1.00	6.36
out >obl (of <case date)	out	of	date																															1	4.7	ABC	"pattern {A [form=""out""]; C [form=""date""]; B [form=""of""]; A -[obl]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22out%22%5D%3B%20C%20%5Bform%3D%22date%22%5D%3B%20B%20%5Bform%3D%22of%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	out	11.13	11.13	0.00	3.13	1.00	4.70
outnumbered >conj (and <cc out <compound resourced)	outnumbered	and	out	resourced																														1	4.7	ABCD	"pattern {A [form=""outnumbered""]; D [form=""resourced""]; B [form=""and""]; C [form=""out""]; A -[conj]-> D; D -[cc]-> B; D -[compound]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22outnumbered%22%5D%3B%20D%20%5Bform%3D%22resourced%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20C%20%5Bform%3D%22out%22%5D%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	outnumbered	31.37	31.37	0.00	3.63	1.00	16.89
oval <amod shaped	oval	shaped																																1	4.7	AB	"pattern {B [form=""shaped""]; A [form=""oval""]; B -[amod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22shaped%22%5D%3B%20A%20%5Bform%3D%22oval%22%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	shaped	13.11	13.11	0.20	11.68	1.00	5.89
overly <advmod large	overly	large																																1	4.7	AB	"pattern {B [form=""large""]; A [form=""overly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22large%22%5D%3B%20A%20%5Bform%3D%22overly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	large	11.52	11.52	0.03	8.81	1.00	4.94
parallel >obl (to <case the <det GRF)	parallel	to	the	GRF																														1	4.7	ABCD	"pattern {A [form=""parallel""]; D [form=""GRF""]; B [form=""to""]; C [form=""the""]; A -[obl]-> D; D -[case]-> B; D -[det]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22parallel%22%5D%3B%20D%20%5Bform%3D%22GRF%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20%5Bform%3D%22the%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	parallel	23.23	23.23	0.00	2.28	1.00	11.99
part <compound Irish	part	Irish																																1	4.7	AB	"pattern {B [form=""Irish""]; A [form=""part""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22Irish%22%5D%3B%20A%20%5Bform%3D%22part%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	Irish	9.58	9.58	0.02	8.43	1.00	3.77
partially <advmod renovated	partially	renovated																																1	4.7	AB	"pattern {B [form=""renovated""]; A [form=""partially""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22renovated%22%5D%3B%20A%20%5Bform%3D%22partially%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	renovated	16.11	16.11	0.50	13.00	1.00	7.70
particularly <advmod problematic	particularly	problematic																																1	4.7	AB	"pattern {B [form=""problematic""]; A [form=""particularly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22problematic%22%5D%3B%20A%20%5Bform%3D%22particularly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	problematic	12.37	12.37	0.09	10.54	1.00	5.45
passionate >advcl (if <mark discreet)	passionate	if	discreet																															1	4.7	ABC	"pattern {A [form=""passionate""]; C [form=""discreet""]; B [form=""if""]; A -[advcl]-> C; C -[mark]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22passionate%22%5D%3B%20C%20%5Bform%3D%22discreet%22%5D%3B%20B%20%5Bform%3D%22if%22%5D%3B%20A%20-%5Badvcl%5D-%3E%20C%3B%20C%20-%5Bmark%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	passionate	27.02	27.02	0.01	7.21	1.00	14.27
passive >parataxis SMAP	passive	SMAP																																1	4.7	AB	"pattern {A [form=""passive""]; B [form=""SMAP""]; A -[parataxis]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22passive%22%5D%3B%20B%20%5Bform%3D%22SMAP%22%5D%3B%20A%20-%5Bparataxis%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	passive	15.69	15.69	0.50	13.00	1.00	7.45
peaceful >conj (and <cc credible)	peaceful	and	credible																															1	4.7	ABC	"pattern {A [form=""peaceful""]; C [form=""credible""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22peaceful%22%5D%3B%20C%20%5Bform%3D%22credible%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	peaceful	18.53	18.53	0.00	3.31	1.00	9.16
perfectly <advmod flat	perfectly	flat																																1	4.7	AB	"pattern {B [form=""flat""]; A [form=""perfectly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22flat%22%5D%3B%20A%20%5Bform%3D%22perfectly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	flat	11.79	11.79	0.11	10.75	1.00	5.10
perfume <compound conquering	perfume	conquering																																1	4.7	AB	"pattern {B [form=""conquering""]; A [form=""perfume""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22conquering%22%5D%3B%20A%20%5Bform%3D%22perfume%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	conquering	17.69	17.69	1.00	14.00	1.00	8.65
perpendicular >obl (to <case the <det GRF)	perpendicular	to	the	GRF																														1	4.7	ABCD	"pattern {A [form=""perpendicular""]; D [form=""GRF""]; B [form=""to""]; C [form=""the""]; A -[obl]-> D; D -[case]-> B; D -[det]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22perpendicular%22%5D%3B%20D%20%5Bform%3D%22GRF%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20%5Bform%3D%22the%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	perpendicular	25.81	25.81	0.00	2.28	1.00	13.54
petty >conj (and <cc destructive)	petty	and	destructive																															1	4.7	ABC	"pattern {A [form=""petty""]; C [form=""destructive""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22petty%22%5D%3B%20C%20%5Bform%3D%22destructive%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	petty	22.12	22.12	0.00	3.31	1.00	11.32
phrase <compound bounded	phrase	bounded																																1	4.7	AB	"pattern {B [form=""bounded""]; A [form=""phrase""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22bounded%22%5D%3B%20A%20%5Bform%3D%22phrase%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	bounded	13.69	13.69	0.20	11.68	1.00	6.24
plain >conj (or <cc all <det purpose)	plain	or	all	purpose																														1	4.7	ABCD	"pattern {A [form=""plain""]; D [form=""purpose""]; B [form=""or""]; C [form=""all""]; A -[conj]-> D; D -[cc]-> B; D -[det]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22plain%22%5D%3B%20D%20%5Bform%3D%22purpose%22%5D%3B%20B%20%5Bform%3D%22or%22%5D%3B%20C%20%5Bform%3D%22all%22%5D%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	plain	27.77	27.77	0.00	5.64	1.00	14.72
pluralist >conj (and <cc centralized)	pluralist	and	centralized																															1	4.7	ABC	"pattern {A [form=""pluralist""]; C [form=""centralized""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22pluralist%22%5D%3B%20C%20%5Bform%3D%22centralized%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	pluralist	22.12	22.12	0.00	3.31	1.00	11.32
point <compound ended	point	ended																																1	4.7	AB	"pattern {B [form=""ended""]; A [form=""point""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22ended%22%5D%3B%20A%20%5Bform%3D%22point%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	ended	7.38	7.38	0.03	8.77	0.99	2.45
pointed >conj (or <cc caustic)	pointed	or	caustic																															1	4.7	ABC	"pattern {A [form=""pointed""]; C [form=""caustic""]; B [form=""or""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22pointed%22%5D%3B%20C%20%5Bform%3D%22caustic%22%5D%3B%20B%20%5Bform%3D%22or%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	pointed	22.99	22.99	0.00	5.98	1.00	11.84
political >conj cultural >conj economic >conj (and <cc transportation)	political	cultural	economic	and	transportation																													1	4.7	ABCDE	"pattern {A [form=""political""]; B [form=""cultural""]; C [form=""economic""]; E [form=""transportation""]; D [form=""and""]; A -[conj]-> B; A -[conj]-> C; A -[conj]-> E; E -[cc]-> D; A << B; A << C; A << E; E >> D} without {A -> X0} without {B -> X1} without {C -> X2} without {E -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22political%22%5D%3B%20B%20%5Bform%3D%22cultural%22%5D%3B%20C%20%5Bform%3D%22economic%22%5D%3B%20E%20%5Bform%3D%22transportation%22%5D%3B%20D%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20A%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20D%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D%20without%20%7BE%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	political	38.19	38.19	0.00	4.01	1.00	20.99
political >conj economic >conj (and <cc cultural)	political	economic	and	cultural																														1	4.7	ABCD	"pattern {A [form=""political""]; B [form=""economic""]; D [form=""cultural""]; C [form=""and""]; A -[conj]-> B; A -[conj]-> D; D -[cc]-> C; A << B; A << D; D >> C} without {A -> X0} without {B -> X1} without {D -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22political%22%5D%3B%20B%20%5Bform%3D%22economic%22%5D%3B%20D%20%5Bform%3D%22cultural%22%5D%3B%20C%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	political	24.41	24.41	0.00	3.69	1.00	12.69
politically <advmod themed	politically	themed																																1	4.7	AB	"pattern {B [form=""themed""]; A [form=""politically""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22themed%22%5D%3B%20A%20%5Bform%3D%22politically%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	themed	15.69	15.69	0.50	13.00	1.00	7.45
poor >conj (and <cc middle <amod class)	poor	and	middle	class																														1	4.7	ABCD	"pattern {A [form=""poor""]; D [form=""class""]; B [form=""and""]; C [form=""middle""]; A -[conj]-> D; D -[cc]-> B; D -[amod]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22poor%22%5D%3B%20D%20%5Bform%3D%22class%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20C%20%5Bform%3D%22middle%22%5D%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	poor	26.91	26.91	0.00	3.71	1.00	14.20
postural >conj (and <cc kinematics)	postural	and	kinematics																															1	4.7	ABC	"pattern {A [form=""postural""]; C [form=""kinematics""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22postural%22%5D%3B%20C%20%5Bform%3D%22kinematics%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	postural	18.53	18.53	0.00	3.31	1.00	9.16
postural >conj (and <cc locomotory)	postural	and	locomotory																															1	4.7	ABC	"pattern {A [form=""postural""]; C [form=""locomotory""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22postural%22%5D%3B%20C%20%5Bform%3D%22locomotory%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	postural	20.53	20.53	0.00	3.31	1.00	10.36
